Filename,ID,Microscope,Objective,Mag,Accession,Ear /Bundles,Ear row,Ear Position,Spk position,Position type,taxon.code,View,Charred?
1516_TRI17251_A_R1_1of1_Tdicm_1x1_d_c,1516,Nikon,1x,1,TRI17251,A,R1,Base,1of1,Solo,Tdicm,d,c
1517_TRI17251_A_R1_1of1_Tdicm_1x1_l_c,1517,Nikon,1x,1,TRI17251,A,R1,Base,1of1,Solo,Tdicm,l,c
1519_TRI17251_A_R2_1of1_Tdicm_1x1_d_c,1519,Nikon,1x,1,TRI17251,A,R2,Base,1of1,Solo,Tdicm,d,c
1520_TRI17251_A_R2_1of1_Tdicm_1x1_l_c,1520,Nikon,1x,1,TRI17251,A,R2,Base,1of1,Solo,Tdicm,l,c
1522_TRI17251_A_R3_1of2_Tdicm_1x1_d_c,1522,Nikon,1x,1,TRI17251,A,R3,Base,1of2,External,Tdicm,d,c
1523_TRI17251_A_R3_1of2_Tdicm_1x1_l_c,1523,Nikon,1x,1,TRI17251,A,R3,Base,1of2,External,Tdicm,l,c
1525_TRI17251_A_R9_1of1_Tdicm_1x1_d_c,1525,Nikon,1x,1,TRI17251,A,R9,Mid,1of1,Solo,Tdicm,d,c
1526_TRI17251_A_R9_1of1_Tdicm_1x1_l_c,1526,Nikon,1x,1,TRI17251,A,R9,Mid,1of1,Solo,Tdicm,l,c
1528_TRI17251_A_R10_1of2_Tdicm_1x1_d_c,1528,Nikon,1x,1,TRI17251,A,R10,Mid,1of2,External,Tdicm,d,c
1529_TRI17251_A_R10_1of2_Tdicm_1x1_l_c,1529,Nikon,1x,1,TRI17251,A,R10,Mid,1of2,External,Tdicm,l,c
1531_TRI17251_A_R10_2of2_Tdicm_1x1_d_c,1531,Nikon,1x,1,TRI17251,A,R10,Mid,2of2,External,Tdicm,d,c
1532_TRI17251_A_R10_2of2_Tdicm_1x1_l_c,1532,Nikon,1x,1,TRI17251,A,R10,Mid,2of2,External,Tdicm,l,c
1534_TRI17251_A_R17_1of2_Tdicm_1x1_d_c,1534,Nikon,1x,1,TRI17251,A,R17,Top,1of2,External,Tdicm,d,c
1535_TRI17251_A_R17_1of2_Tdicm_1x1_l_c,1535,Nikon,1x,1,TRI17251,A,R17,Top,1of2,External,Tdicm,l,c
1537_TRI17251_A_R18_1of2_Tdicm_1x1_d_c,1537,Nikon,1x,1,TRI17251,A,R18,Top,1of2,External,Tdicm,d,c
1538_TRI17251_A_R18_1of2_Tdicm_1x1_l_c,1538,Nikon,1x,1,TRI17251,A,R18,Top,1of2,External,Tdicm,l,c
1540_TRI17251_A_R18_2of2_Tdicm_1x1_d_c,1540,Nikon,1x,1,TRI17251,A,R18,Top,2of2,External,Tdicm,d,c
1541_TRI17251_A_R18_2of2_Tdicm_1x1_l_c,1541,Nikon,1x,1,TRI17251,A,R18,Top,2of2,External,Tdicm,l,c
1543_TRI677_A_R1_1of2_Timo_1x1_d_c,1543,Nikon,1x,1,TRI677,A,R1,Base,1of2,External,Timo,d,c
1544_TRI677_A_R1_1of2_Timo_1x1_l_c,1544,Nikon,1x,1,TRI677,A,R1,Base,1of2,External,Timo,l,c
1546_TRI677_A_R1_2of2_Timo_1x1_d_c,1546,Nikon,1x,1,TRI677,A,R1,Base,2of2,External,Timo,d,c
1547_TRI677_A_R1_2of2_Timo_1x1_l_c,1547,Nikon,1x,1,TRI677,A,R1,Base,2of2,External,Timo,l,c
1549_TRI677_A_R2_1of2_Timo_1x1_d_c,1549,Nikon,1x,1,TRI677,A,R2,Base,1of2,External,Timo,d,c
1550_TRI677_A_R2_1of2_Timo_1x1_l_c,1550,Nikon,1x,1,TRI677,A,R2,Base,1of2,External,Timo,l,c
1552_TRI677_A_R7_1of2_Timo_1x1_d_c,1552,Nikon,1x,1,TRI677,A,R7,Mid,1of2,External,Timo,d,c
1553_TRI677_A_R7_1of2_Timo_1x1_l_c,1553,Nikon,1x,1,TRI677,A,R7,Mid,1of2,External,Timo,l,c
1555_TRI677_A_R7_2of2_Timo_1x1_d_c,1555,Nikon,1x,1,TRI677,A,R7,Mid,2of2,External,Timo,d,c
1556_TRI677_A_R7_2of2_Timo_1x1_l_c,1556,Nikon,1x,1,TRI677,A,R7,Mid,2of2,External,Timo,l,c
1558_TRI677_A_R8_2of2_Timo_1x1_d_c,1558,Nikon,1x,1,TRI677,A,R8,Mid,2of2,External,Timo,d,c
1559_TRI677_A_R8_2of2_Timo_1x1_l_c,1559,Nikon,1x,1,TRI677,A,R8,Mid,2of2,External,Timo,l,c
1561_TRI677_A_R13_1of2_Timo_1x1_d_c,1561,Nikon,1x,1,TRI677,A,R13,Top,1of2,External,Timo,d,c
1562_TRI677_A_R13_1of2_Timo_1x1_l_c,1562,Nikon,1x,1,TRI677,A,R13,Top,1of2,External,Timo,l,c
1564_TRI677_A_R13_2of2_Timo_1x1_d_c,1564,Nikon,1x,1,TRI677,A,R13,Top,2of2,External,Timo,d,c
1565_TRI677_A_R13_2of2_Timo_1x1_l_c,1565,Nikon,1x,1,TRI677,A,R13,Top,2of2,External,Timo,l,c
1567_TRI677_A_R14_1of1_Timo_1x1_d_c,1567,Nikon,1x,1,TRI677,A,R14,Top,1of1,Solo,Timo,d,c
1568_TRI677_A_R14_1of1_Timo_1x1_l_c,1568,Nikon,1x,1,TRI677,A,R14,Top,1of1,Solo,Timo,l,c
1759_TRI677_B_R1_1of2_Timo_1x1_d_c,1759,Nikon,1x,1,TRI677,B,R1,Base,1of2,External,Timo,d,c
1760_TRI677_B_R1_1of2_Timo_1x1_l_c,1760,Nikon,1x,1,TRI677,B,R1,Base,1of2,External,Timo,l,c
1762_TRI677_B_R1_2of2_Timo_1x1_d_c,1762,Nikon,1x,1,TRI677,B,R1,Base,2of2,External,Timo,d,c
1763_TRI677_B_R1_2of2_Timo_1x1_l_c,1763,Nikon,1x,1,TRI677,B,R1,Base,2of2,External,Timo,l,c
1765_TRI677_B_R2_1of2_Timo_1x1_d_c,1765,Nikon,1x,1,TRI677,B,R2,Base,1of2,External,Timo,d,c
1766_TRI677_B_R2_1of2_Timo_1x1_l_c,1766,Nikon,1x,1,TRI677,B,R2,Base,1of2,External,Timo,l,c
1768_TRI677_B_R6_1of2_Timo_1x1_d_c,1768,Nikon,1x,1,TRI677,B,R6,Mid,1of2,External,Timo,d,c
1769_TRI677_B_R6_1of2_Timo_1x1_l_c,1769,Nikon,1x,1,TRI677,B,R6,Mid,1of2,External,Timo,l,c
1771_TRI677_B_R6_2of2_Timo_1x1_d_c,1771,Nikon,1x,1,TRI677,B,R6,Mid,2of2,External,Timo,d,c
1772_TRI677_B_R6_2of2_Timo_1x1_l_c,1772,Nikon,1x,1,TRI677,B,R6,Mid,2of2,External,Timo,l,c
1774_TRI677_B_R7_2of2_Timo_1x1_d_c,1774,Nikon,1x,1,TRI677,B,R7,Mid,2of2,External,Timo,d,c
1775_TRI677_B_R7_2of2_Timo_1x1_l_c,1775,Nikon,1x,1,TRI677,B,R7,Mid,2of2,External,Timo,l,c
1777_TRI677_B_R9_1of2_Timo_1x1_d_c,1777,Nikon,1x,1,TRI677,B,R9,Top,1of2,External,Timo,d,c
1778_TRI677_B_R9_1of2_Timo_1x1_l_c,1778,Nikon,1x,1,TRI677,B,R9,Top,1of2,External,Timo,l,c
1780_TRI677_B_R10_1of1_Timo_1x1_d_c,1780,Nikon,1x,1,TRI677,B,R10,Top,1of1,Solo,Timo,d,c
1781_TRI677_B_R10_1of1_Timo_1x1_l_c,1781,Nikon,1x,1,TRI677,B,R10,Top,1of1,Solo,Timo,l,c
1783_TRI677_B_R11_1of1_Timo_1x1_d_c,1783,Nikon,1x,1,TRI677,B,R11,Top,1of1,Solo,Timo,d,c
1784_TRI677_B_R11_1of1_Timo_1x1_l_c,1784,Nikon,1x,1,TRI677,B,R11,Top,1of1,Solo,Timo,l,c
1786_TRI677_C_R1_1of2_Timo_1x1_d_c,1786,Nikon,1x,1,TRI677,C,R1,Base,1of2,External,Timo,d,c
1787_TRI677_C_R1_1of2_Timo_1x1_l_c,1787,Nikon,1x,1,TRI677,C,R1,Base,1of2,External,Timo,l,c
1789_TRI677_C_R1_2of2_Timo_1x1_d_c,1789,Nikon,1x,1,TRI677,C,R1,Base,2of2,External,Timo,d,c
1790_TRI677_C_R1_2of2_Timo_1x1_l_c,1790,Nikon,1x,1,TRI677,C,R1,Base,2of2,External,Timo,l,c
1792_TRI677_C_R2_2of2_Timo_1x1_d_c,1792,Nikon,1x,1,TRI677,C,R2,Base,2of2,External,Timo,d,c
1793_TRI677_C_R2_2of2_Timo_1x1_l_c,1793,Nikon,1x,1,TRI677,C,R2,Base,2of2,External,Timo,l,c
1795_TRI677_C_R7_1of2_Timo_1x1_d_c,1795,Nikon,1x,1,TRI677,C,R7,Mid,1of2,External,Timo,d,c
1796_TRI677_C_R7_1of2_Timo_1x1_l_c,1796,Nikon,1x,1,TRI677,C,R7,Mid,1of2,External,Timo,l,c
1798_TRI677_C_R7_2of2_Timo_1x1_d_c,1798,Nikon,1x,1,TRI677,C,R7,Mid,2of2,External,Timo,d,c
1799_TRI677_C_R7_2of2_Timo_1x1_l_c,1799,Nikon,1x,1,TRI677,C,R7,Mid,2of2,External,Timo,l,c
1801_TRI677_C_R8_1of2_Timo_1x1_d_c,1801,Nikon,1x,1,TRI677,C,R8,Mid,1of2,External,Timo,d,c
1802_TRI677_C_R8_1of2_Timo_1x1_l_c,1802,Nikon,1x,1,TRI677,C,R8,Mid,1of2,External,Timo,l,c
1804_TRI677_C_R13_1of2_Timo_1x1_d_c,1804,Nikon,1x,1,TRI677,C,R13,Top,1of2,External,Timo,d,c
1805_TRI677_C_R13_1of2_Timo_1x1_l_c,1805,Nikon,1x,1,TRI677,C,R13,Top,1of2,External,Timo,l,c
1807_TRI677_C_R13_2of2_Timo_1x1_d_c,1807,Nikon,1x,1,TRI677,C,R13,Top,2of2,External,Timo,d,c
1808_TRI677_C_R13_2of2_Timo_1x1_l_c,1808,Nikon,1x,1,TRI677,C,R13,Top,2of2,External,Timo,l,c
1810_TRI677_C_R14_1of1_Timo_1x1_d_c,1810,Nikon,1x,1,TRI677,C,R14,Top,1of1,Solo,Timo,d,c
1811_TRI677_C_R14_1of1_Timo_1x1_l_c,1811,Nikon,1x,1,TRI677,C,R14,Top,1of1,Solo,Timo,l,c
1867_T1160001_A_R1_2of2_Timo_1x1_d_c,1867,Nikon,1x,1,T1160001,A,R1,Base,2of2,External,Timo,d,c
1868_T1160001_A_R1_2of2_Timo_1x1_l_c,1868,Nikon,1x,1,T1160001,A,R1,Base,2of2,External,Timo,l,c
1870_T1160001_A_R2_1of2_Timo_1x1_d_c,1870,Nikon,1x,1,T1160001,A,R2,Base,1of2,External,Timo,d,c
1871_T1160001_A_R2_1of2_Timo_1x1_l_c,1871,Nikon,1x,1,T1160001,A,R2,Base,1of2,External,Timo,l,c
1873_T1160001_A_R2_2of2_Timo_1x1_d_c,1873,Nikon,1x,1,T1160001,A,R2,Base,2of2,External,Timo,d,c
1874_T1160001_A_R2_2of2_Timo_1x1_l_c,1874,Nikon,1x,1,T1160001,A,R2,Base,2of2,External,Timo,l,c
1876_T1160001_A_R11_1of2_Timo_1x1_d_c,1876,Nikon,1x,1,T1160001,A,R11,Mid,1of2,External,Timo,d,c
1877_T1160001_A_R11_1of2_Timo_1x1_l_c,1877,Nikon,1x,1,T1160001,A,R11,Mid,1of2,External,Timo,l,c
1879_T1160001_A_R11_2of2_Timo_1x1_d_c,1879,Nikon,1x,1,T1160001,A,R11,Mid,2of2,External,Timo,d,c
1880_T1160001_A_R11_2of2_Timo_1x1_l_c,1880,Nikon,1x,1,T1160001,A,R11,Mid,2of2,External,Timo,l,c
1882_T1160001_A_R12_1of2_Timo_1x1_d_c,1882,Nikon,1x,1,T1160001,A,R12,Mid,1of2,External,Timo,d,c
1883_T1160001_A_R12_1of2_Timo_1x1_l_c,1883,Nikon,1x,1,T1160001,A,R12,Mid,1of2,External,Timo,l,c
1885_T1160001_A_R20_2of2_Timo_1x1_d_c,1885,Nikon,1x,1,T1160001,A,R20,Top,2of2,External,Timo,d,c
1886_T1160001_A_R20_2of2_Timo_1x1_l_c,1886,Nikon,1x,1,T1160001,A,R20,Top,2of2,External,Timo,l,c
1888_T1160001_A_R21_1of1_Timo_1x1_d_c,1888,Nikon,1x,1,T1160001,A,R21,Top,1of1,Solo,Timo,d,c
1889_T1160001_A_R21_1of1_Timo_1x1_l_c,1889,Nikon,1x,1,T1160001,A,R21,Top,1of1,Solo,Timo,l,c
1891_T1160001_A_R22_1of1_Timo_1x1_d_c,1891,Nikon,1x,1,T1160001,A,R22,Top,1of1,Solo,Timo,d,c
1892_T1160001_A_R22_1of1_Timo_1x1_l_c,1892,Nikon,1x,1,T1160001,A,R22,Top,1of1,Solo,Timo,l,c
1894_T1160001_B_R1_1of2_Timo_1x1_d_c,1894,Nikon,1x,1,T1160001,B,R1,Base,1of2,External,Timo,d,c
1895_T1160001_B_R1_1of2_Timo_1x1_l_c,1895,Nikon,1x,1,T1160001,B,R1,Base,1of2,External,Timo,l,c
1897_T1160001_B_R1_2of2_Timo_1x1_d_c,1897,Nikon,1x,1,T1160001,B,R1,Base,2of2,External,Timo,d,c
1898_T1160001_B_R1_2of2_Timo_1x1_l_c,1898,Nikon,1x,1,T1160001,B,R1,Base,2of2,External,Timo,l,c
1900_T1160001_B_R2_1of2_Timo_1x1_d_c,1900,Nikon,1x,1,T1160001,B,R2,Base,1of2,External,Timo,d,c
1901_T1160001_B_R2_1of2_Timo_1x1_l_c,1901,Nikon,1x,1,T1160001,B,R2,Base,1of2,External,Timo,l,c
1903_T1160001_B_R10_1of2_Timo_1x1_d_c,1903,Nikon,1x,1,T1160001,B,R10,Mid,1of2,External,Timo,d,c
1904_T1160001_B_R10_1of2_Timo_1x1_l_c,1904,Nikon,1x,1,T1160001,B,R10,Mid,1of2,External,Timo,l,c
1906_T1160001_B_R10_2of2_Timo_1x1_d_c,1906,Nikon,1x,1,T1160001,B,R10,Mid,2of2,External,Timo,d,c
1907_T1160001_B_R10_2of2_Timo_1x1_l_c,1907,Nikon,1x,1,T1160001,B,R10,Mid,2of2,External,Timo,l,c
1909_T1160001_B_R11_2of2_Timo_1x1_d_c,1909,Nikon,1x,1,T1160001,B,R11,Mid,2of2,External,Timo,d,c
1910_T1160001_B_R11_2of2_Timo_1x1_l_c,1910,Nikon,1x,1,T1160001,B,R11,Mid,2of2,External,Timo,l,c
1912_T1160001_B_R18_1of1_Timo_1x1_d_c,1912,Nikon,1x,1,T1160001,B,R18,Top,1of1,Solo,Timo,d,c
1913_T1160001_B_R18_1of1_Timo_1x1_l_c,1913,Nikon,1x,1,T1160001,B,R18,Top,1of1,Solo,Timo,l,c
1915_T1160001_B_R19_1of1_Timo_1x1_d_c,1915,Nikon,1x,1,T1160001,B,R19,Top,1of1,Solo,Timo,d,c
1916_T1160001_B_R19_1of1_Timo_1x1_l_c,1916,Nikon,1x,1,T1160001,B,R19,Top,1of1,Solo,Timo,l,c
1918_T1160001_B_R20_1of1_Timo_1x1_d_c,1918,Nikon,1x,1,T1160001,B,R20,Top,1of1,Solo,Timo,d,c
1919_T1160001_B_R20_1of1_Timo_1x1_l_c,1919,Nikon,1x,1,T1160001,B,R20,Top,1of1,Solo,Timo,l,c
1921_T1160001_C_R1_1of1_Timo_1x1_d_c,1921,Nikon,1x,1,T1160001,C,R1,Base,1of1,Solo,Timo,d,c
1922_T1160001_C_R1_1of1_Timo_1x1_l_c,1922,Nikon,1x,1,T1160001,C,R1,Base,1of1,Solo,Timo,l,c
1924_T1160001_C_R2_1of2_Timo_1x1_d_c,1924,Nikon,1x,1,T1160001,C,R2,Base,1of2,External,Timo,d,c
1925_T1160001_C_R2_1of2_Timo_1x1_l_c,1925,Nikon,1x,1,T1160001,C,R2,Base,1of2,External,Timo,l,c
1927_T1160001_C_R2_2of2_Timo_1x1_d_c,1927,Nikon,1x,1,T1160001,C,R2,Base,2of2,External,Timo,d,c
1928_T1160001_C_R2_2of2_Timo_1x1_l_c,1928,Nikon,1x,1,T1160001,C,R2,Base,2of2,External,Timo,l,c
1930_T1160001_C_R11_1of2_Timo_1x1_d_c,1930,Nikon,1x,1,T1160001,C,R11,Mid,1of2,External,Timo,d,c
1931_T1160001_C_R11_1of2_Timo_1x1_l_c,1931,Nikon,1x,1,T1160001,C,R11,Mid,1of2,External,Timo,l,c
1933_T1160001_C_R11_2of2_Timo_1x1_d_c,1933,Nikon,1x,1,T1160001,C,R11,Mid,2of2,External,Timo,d,c
1934_T1160001_C_R11_2of2_Timo_1x1_l_c,1934,Nikon,1x,1,T1160001,C,R11,Mid,2of2,External,Timo,l,c
1936_T1160001_C_R12_2of2_Timo_1x1_d_c,1936,Nikon,1x,1,T1160001,C,R12,Mid,2of2,External,Timo,d,c
1937_T1160001_C_R12_2of2_Timo_1x1_l_c,1937,Nikon,1x,1,T1160001,C,R12,Mid,2of2,External,Timo,l,c
1939_T1160001_C_R20_1of2_Timo_1x1_d_c,1939,Nikon,1x,1,T1160001,C,R20,Top,1of2,External,Timo,d,c
1940_T1160001_C_R20_1of2_Timo_1x1_l_c,1940,Nikon,1x,1,T1160001,C,R20,Top,1of2,External,Timo,l,c
1942_T1160001_C_R21_1of1_Timo_1x1_d_c,1942,Nikon,1x,1,T1160001,C,R21,Top,1of1,Solo,Timo,d,c
1943_T1160001_C_R21_1of1_Timo_1x1_l_c,1943,Nikon,1x,1,T1160001,C,R21,Top,1of1,Solo,Timo,l,c
1945_T1160001_C_R22_1of1_Timo_1x1_d_c,1945,Nikon,1x,1,T1160001,C,R22,Top,1of1,Solo,Timo,d,c
1946_T1160001_C_R22_1of1_Timo_1x1_l_c,1946,Nikon,1x,1,T1160001,C,R22,Top,1of1,Solo,Timo,l,c
1948_T1070018_A_R1_1of2_Tdicm_1x1_d_c,1948,Nikon,1x,1,T1070018,A,R1,Base,1of2,External,Tdicm,d,c
1949_T1070018_A_R1_1of2_Tdicm_1x1_l_c,1949,Nikon,1x,1,T1070018,A,R1,Base,1of2,External,Tdicm,l,c
1951_T1070018_A_R1_2of2_Tdicm_1x1_d_c,1951,Nikon,1x,1,T1070018,A,R1,Base,2of2,External,Tdicm,d,c
1952_T1070018_A_R1_2of2_Tdicm_1x1_l_c,1952,Nikon,1x,1,T1070018,A,R1,Base,2of2,External,Tdicm,l,c
1954_T1070018_A_R2_1of2_Tdicm_1x1_d_c,1954,Nikon,1x,1,T1070018,A,R2,Base,1of2,External,Tdicm,d,c
1955_T1070018_A_R2_1of2_Tdicm_1x1_l_c,1955,Nikon,1x,1,T1070018,A,R2,Base,1of2,External,Tdicm,l,c
1957_T1070018_A_R9_1of2_Tdicm_1x1_d_c,1957,Nikon,1x,1,T1070018,A,R9,Mid,1of2,External,Tdicm,d,c
1958_T1070018_A_R9_1of2_Tdicm_1x1_l_c,1958,Nikon,1x,1,T1070018,A,R9,Mid,1of2,External,Tdicm,l,c
1960_T1070018_A_R9_2of2_Tdicm_1x1_d_c,1960,Nikon,1x,1,T1070018,A,R9,Mid,2of2,External,Tdicm,d,c
1961_T1070018_A_R9_2of2_Tdicm_1x1_l_c,1961,Nikon,1x,1,T1070018,A,R9,Mid,2of2,External,Tdicm,l,c
1963_T1070018_A_R10_2of2_Tdicm_1x1_d_c,1963,Nikon,1x,1,T1070018,A,R10,Mid,2of2,External,Tdicm,d,c
1964_T1070018_A_R10_2of2_Tdicm_1x1_l_c,1964,Nikon,1x,1,T1070018,A,R10,Mid,2of2,External,Tdicm,l,c
1966_T1070018_A_R16_1of2_Tdicm_1x1_d_c,1966,Nikon,1x,1,T1070018,A,R16,Top,1of2,External,Tdicm,d,c
1967_T1070018_A_R16_1of2_Tdicm_1x1_l_c,1967,Nikon,1x,1,T1070018,A,R16,Top,1of2,External,Tdicm,l,c
1969_T1070018_A_R16_2of2_Tdicm_1x1_d_c,1969,Nikon,1x,1,T1070018,A,R16,Top,2of2,External,Tdicm,d,c
1970_T1070018_A_R16_2of2_Tdicm_1x1_l_c,1970,Nikon,1x,1,T1070018,A,R16,Top,2of2,External,Tdicm,l,c
1972_T1070018_A_R17_1of1_Tdicm_1x1_d_c,1972,Nikon,1x,1,T1070018,A,R17,Top,1of1,Solo,Tdicm,d,c
1973_T1070018_A_R17_1of1_Tdicm_1x1_l_c,1973,Nikon,1x,1,T1070018,A,R17,Top,1of1,Solo,Tdicm,l,c
1975_T1070018_B_R1_1of2_Tdicm_1x1_d_c,1975,Nikon,1x,1,T1070018,B,R1,Base,1of2,External,Tdicm,d,c
1976_T1070018_B_R1_1of2_Tdicm_1x1_l_c,1976,Nikon,1x,1,T1070018,B,R1,Base,1of2,External,Tdicm,l,c
1978_T1070018_B_R1_2of2_Tdicm_1x1_d_c,1978,Nikon,1x,1,T1070018,B,R1,Base,2of2,External,Tdicm,d,c
1979_T1070018_B_R1_2of2_Tdicm_1x1_l_c,1979,Nikon,1x,1,T1070018,B,R1,Base,2of2,External,Tdicm,l,c
1981_T1070018_B_R2_2of2_Tdicm_1x1_d_c,1981,Nikon,1x,1,T1070018,B,R2,Base,2of2,External,Tdicm,d,c
1982_T1070018_B_R2_2of2_Tdicm_1x1_l_c,1982,Nikon,1x,1,T1070018,B,R2,Base,2of2,External,Tdicm,l,c
1984_T1070018_B_R9_1of2_Tdicm_1x1_d_c,1984,Nikon,1x,1,T1070018,B,R9,Mid,1of2,External,Tdicm,d,c
1985_T1070018_B_R9_1of2_Tdicm_1x1_l_c,1985,Nikon,1x,1,T1070018,B,R9,Mid,1of2,External,Tdicm,l,c
1987_T1070018_B_R9_2of2_Tdicm_1x1_d_c,1987,Nikon,1x,1,T1070018,B,R9,Mid,2of2,External,Tdicm,d,c
1988_T1070018_B_R9_2of2_Tdicm_1x1_l_c,1988,Nikon,1x,1,T1070018,B,R9,Mid,2of2,External,Tdicm,l,c
1990_T1070018_B_R10_1of2_Tdicm_1x1_d_c,1990,Nikon,1x,1,T1070018,B,R10,Mid,1of2,External,Tdicm,d,c
1991_T1070018_B_R10_1of2_Tdicm_1x1_l_c,1991,Nikon,1x,1,T1070018,B,R10,Mid,1of2,External,Tdicm,l,c
1993_T1070018_B_R17_1of2_Tdicm_1x1_d_c,1993,Nikon,1x,1,T1070018,B,R17,Top,1of2,External,Tdicm,d,c
1994_T1070018_B_R17_1of2_Tdicm_1x1_l_c,1994,Nikon,1x,1,T1070018,B,R17,Top,1of2,External,Tdicm,l,c
1996_T1070018_B_R17_2of2_Tdicm_1x1_d_c,1996,Nikon,1x,1,T1070018,B,R17,Top,2of2,External,Tdicm,d,c
1997_T1070018_B_R17_2of2_Tdicm_1x1_l_c,1997,Nikon,1x,1,T1070018,B,R17,Top,2of2,External,Tdicm,l,c
1999_T1070018_B_R19_1of1_Tdicm_1x1_d_c,1999,Nikon,1x,1,T1070018,B,R19,Top,1of1,Solo,Tdicm,d,c
2000_T1070018_B_R19_1of1_Tdicm_1x1_l_c,2000,Nikon,1x,1,T1070018,B,R19,Top,1of1,Solo,Tdicm,l,c
2002_T1070018_C_R1_1of2_Tdicm_1x1_d_c,2002,Nikon,1x,1,T1070018,C,R1,Base,1of2,External,Tdicm,d,c
2003_T1070018_C_R1_1of2_Tdicm_1x1_l_c,2003,Nikon,1x,1,T1070018,C,R1,Base,1of2,External,Tdicm,l,c
2005_T1070018_C_R1_2of2_Tdicm_1x1_d_c,2005,Nikon,1x,1,T1070018,C,R1,Base,2of2,External,Tdicm,d,c
2006_T1070018_C_R1_2of2_Tdicm_1x1_l_c,2006,Nikon,1x,1,T1070018,C,R1,Base,2of2,External,Tdicm,l,c
2008_T1070018_C_R2_1of2_Tdicm_1x1_d_c,2008,Nikon,1x,1,T1070018,C,R2,Base,1of2,External,Tdicm,d,c
2009_T1070018_C_R2_1of2_Tdicm_1x1_l_c,2009,Nikon,1x,1,T1070018,C,R2,Base,1of2,External,Tdicm,l,c
2011_T1070018_C_R10_1of2_Tdicm_1x1_d_c,2011,Nikon,1x,1,T1070018,C,R10,Mid,1of2,External,Tdicm,d,c
2012_T1070018_C_R10_1of2_Tdicm_1x1_l_c,2012,Nikon,1x,1,T1070018,C,R10,Mid,1of2,External,Tdicm,l,c
2014_T1070018_C_R10_2of2_Tdicm_1x1_d_c,2014,Nikon,1x,1,T1070018,C,R10,Mid,2of2,External,Tdicm,d,c
2015_T1070018_C_R10_2of2_Tdicm_1x1_l_c,2015,Nikon,1x,1,T1070018,C,R10,Mid,2of2,External,Tdicm,l,c
2017_T1070018_C_R11_2of2_Tdicm_1x1_d_c,2017,Nikon,1x,1,T1070018,C,R11,Mid,2of2,External,Tdicm,d,c
2018_T1070018_C_R11_2of2_Tdicm_1x1_l_c,2018,Nikon,1x,1,T1070018,C,R11,Mid,2of2,External,Tdicm,l,c
2020_T1070018_C_R16_1of2_Tdicm_1x1_d_c,2020,Nikon,1x,1,T1070018,C,R16,Top,1of2,External,Tdicm,d,c
2021_T1070018_C_R16_1of2_Tdicm_1x1_l_c,2021,Nikon,1x,1,T1070018,C,R16,Top,1of2,External,Tdicm,l,c
2023_T1070018_C_R17_1of1_Tdicm_1x1_d_c,2023,Nikon,1x,1,T1070018,C,R17,Top,1of1,Solo,Tdicm,d,c
2024_T1070018_C_R17_1of1_Tdicm_1x1_l_c,2024,Nikon,1x,1,T1070018,C,R17,Top,1of1,Solo,Tdicm,l,c
2026_T1070018_C_R18_1of1_Tdicm_1x1_d_c,2026,Nikon,1x,1,T1070018,C,R18,Top,1of1,Solo,Tdicm,d,c
2027_T1070018_C_R18_1of1_Tdicm_1x1_l_c,2027,Nikon,1x,1,T1070018,C,R18,Top,1of1,Solo,Tdicm,l,c
2758_TRI17251_B_R1_1of2_Tdicm_1x1_d_c,2758,Nikon,1x,1,TRI17251,B,R1,Base,1of2,External,Tdicm,d,c
2759_TRI17251_B_R1_1of2_Tdicm_1x1_l_c,2759,Nikon,1x,1,TRI17251,B,R1,Base,1of2,External,Tdicm,l,c
2761_TRI17251_B_R1_2of2_Tdicm_1x1_d_c,2761,Nikon,1x,1,TRI17251,B,R1,Base,2of2,External,Tdicm,d,c
2762_TRI17251_B_R1_2of2_Tdicm_1x1_l_c,2762,Nikon,1x,1,TRI17251,B,R1,Base,2of2,External,Tdicm,l,c
2764_TRI17251_B_R2_2of2_Tdicm_1x1_d_c,2764,Nikon,1x,1,TRI17251,B,R2,Base,2of2,External,Tdicm,d,c
2765_TRI17251_B_R2_2of2_Tdicm_1x1_l_c,2765,Nikon,1x,1,TRI17251,B,R2,Base,2of2,External,Tdicm,l,c
2767_TRI17251_B_R11_1of2_Tdicm_1x1_d_c,2767,Nikon,1x,1,TRI17251,B,R11,Mid,1of2,External,Tdicm,d,c
2768_TRI17251_B_R11_1of2_Tdicm_1x1_l_c,2768,Nikon,1x,1,TRI17251,B,R11,Mid,1of2,External,Tdicm,l,c
2770_TRI17251_B_R11_2of2_Tdicm_1x1_d_c,2770,Nikon,1x,1,TRI17251,B,R11,Mid,2of2,External,Tdicm,d,c
2771_TRI17251_B_R11_2of2_Tdicm_1x1_l_c,2771,Nikon,1x,1,TRI17251,B,R11,Mid,2of2,External,Tdicm,l,c
2773_TRI17251_B_R12_1of2_Tdicm_1x1_d_c,2773,Nikon,1x,1,TRI17251,B,R12,Mid,1of2,External,Tdicm,d,c
2774_TRI17251_B_R12_1of2_Tdicm_1x1_l_c,2774,Nikon,1x,1,TRI17251,B,R12,Mid,1of2,External,Tdicm,l,c
2776_TRI17251_B_R20_1of2_Tdicm_1x1_d_c,2776,Nikon,1x,1,TRI17251,B,R20,Top,1of2,External,Tdicm,d,c
